Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Nachan Farrate,"Kanika Kapoor, Meet Bros",BollywoodDance,All is Well,0.89
Pyar De Pyar Le,"Dev Negi, Ikka, Iulia Vantur",BollywoodDance,Genius,0.93
Do Peg Maar,Neha Kakkar,BollywoodDance,One Night Stand,0.85
Tera Noor,Jyoti Nooran,Bollywood,Tiger Zinda Hai,0.93
Jaanu,"Juggy D, Raftaar, Shivi",BollywoodDance,Behen Hogi Teri,0.9199999999999999
Hamdard,Arijit Singh,BollywoodRomantic,Ek Villain,0.95
Hawa Hawai 2.0,"Kavita Krishnamurthy, Shashaa Tirupati",BollywoodDance,Tumhari Sulu,0.89
Dhoom Dhadakka,"Antara Mitra, Shahid Mallya",BollywoodDance,Namaste England,0.9099999999999999
Lovely,"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",BollywoodDance,Happy New Year,0.93
Mohabbat Nasha Hai,"Neha Kakkar, Tony Kakkar",BollywoodSad,Hate Story 4,0.9400000000000001
Chal Wahan Jaate Hain,Arijit Singh,BollywoodRomantic,Heropanti,0.93
Ishq De Fanniyar,Jyotica Tangri,BollywoodRomantic,Fukrey Returns,0.96
Palat Tera Hero Idhar Hai,Arijit Singh,BollywoodDanceRomantic,Main Tera Hero,0.8800000000000001
Tab Bhi Tu,Rahat Fateh Ali Khan,BollywoodSad,October,0.96
Yeh Ladka Hai Allah,"Alka Yadnik, Udit Narayan",BollywoodDance,Kabhi Khushi Kabhie Gham,0.9099999999999999
Tujhe Yaad Na Meri Aayee,"Alka Yagnik, Manpreet Akhtar, Udit Narayan",BollywoodSad,Kuch Kuch Hota Hai,0.8800000000000001
Jalte Diye,"Anwesshaa, Harshdeep Kaur, Shabab Sabri, Vineet Singh",BollywoodRomantic,Prem Ratan Dhan Payo,0.8800000000000001
Zindagi Bana Loon,Palak Muchhal,BollywoodRomantic,Sweetiee Weds NRI,0.9400000000000001
Humnava,Papon,BollywoodSad,Hamari Adhuri Kahani,0.9400000000000001
Galliyan,Ankit Tiwari,BollywoodRomantic,Ek Villain,0.9400000000000001
Tere Chehre Mein Woh Jaadu Hai,Kishore Kumar,BollywoodRomantic,Dharmatma,0.8099999999999999
Golmaal Again Title Track,"Aditi Singh Sharma, Brijesh Shandilya",BollywoodDance,Golmaal Again,0.9
Suno Ganpati Bappa Morya,Amit Mishra,BollywoodDance,Judwaa 2,0.85
Dil Dene Ki Ruth,"Alka Yagnik, Vinod Rathod",BollywoodDance,Prem Granth,0.75
Soch Na Sake,"Amaal Mallik, Arijit Singh, Tulsi Kumar",BollywoodRomantic,Airlift,0.93
Tu Meri,Vishal Dadlani,BollywoodDanceRomantic,Bang bang,0.95
Baby Ko Bass Pasand Hai,"Badshah, Ishita, Shalmali Kholgade, Vishal Dadlani",BollywoodDance,Sultan,0.79
Daddy Mummy,"Devi Sri Prasad, M. M. Manasi",BollywoodDance,Bhaag Johnny,0.9
Dekha Hazaro Dafaa,"Arijit Singh, Palak Muchhal",BollywoodRomantic,Rustom,0.96
Khatar Patar,Papon,BollywoodDance,Sui Dhaaga,0.9400000000000001
Tu Mera Bhai Nahi Hai,"Gandhharv Sachdeav, Raftaar",Bollywood,Fukrey Returns,0.95
Party With The Bhoothnath,Yo Yo Honey Singh,BollywoodDance,Bhoothnath Returns,0.9
Hasi,Ami Mishra,BollywoodRomanticSad,Hamari Adhuri Kahani,0.95
Good Man Di Laaltein,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Soorma,0.95
Kaabil Hoon,"Jubin Nautiyal, Palak Muchhal",BollywoodRomantic,Kaabil,0.8800000000000001
Manali Trance,"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,The Shaukeens,0.9400000000000001
Main Teri Dushman Dushman Tu,Lata Mangeshkar,BollywoodDance,Nagina,0.73
Hafiz Hafiz,Mohit Chauhan,BollywoodRomantic,Laila Majnu,0.9400000000000001
Tere Jaisa Yaar Kahan,Kishore Kumar,Bollywood,Yaarana,0.9099999999999999
Daryaa,"Ammy Virk, Shahid Mallya",BollywoodSad,Manmarziyaan,0.96
Chota Sa Fasana,Arijit Singh,Bollywood,Karwaan,0.97
Main Adhoora,"Aakanksha Sharma, Yasser Desai",BollywoodSad,Beiimaan Love,0.8800000000000001
Aao Raja,"Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Gabbar Is Back,0.9099999999999999
Haseeno Ka Deewana,"Payal Dev, Raftaar",BollywoodDance,Kaabil,0.9099999999999999
Swag,"Brijesh Shandaliya, Pranaay",BollywoodDance,Munna Michael,0.9099999999999999
Ki Kariye Nachna Aaonda Nahin,"Hardy Sandhu, Neha Kakkar, Raftaar",BollywoodDance,Tum Bin 2,0.9
Neele Neele Ambar par,Kishore Kumar,BollywoodDance,Kalaakaar,0.93
Choli Ke Peeche Kya Hai (Female),"Alka Yagnik, Vinod Rathod",BollywoodDance,Khal Nayak,0.8699999999999999
Kitna Haseen Chehra,Kumar Sanu,BollywoodRomantic,Dilwale,0.82
Girl I Need You,"Arijit Singh, Roach Killa",BollywoodRomantic,Baaghi,0.93
Sanam Teri Kasam,Ankit Tiwari,BollywoodRomantic,Sanam Teri Kasam,0.93
Kisi Din Banoongi Main,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,0.8400000000000001
Laaj Sharam,"Divya Kumar, Enbee, Jasleen Royal",Bollywood,Veere Di Wedding,0.9
Badan Pe Sitaare,Sonu Nigam,BollywoodDanceRomantic,Fanney Khan,0.93
Menu Kehn De,Himesh Reshammiya,BollywoodSad,Aap Se Mausiiquii,0.89
Bekhudi,"Aditi Singh Sharma, Darshan Raval",BollywoodRomantic,Teraa Surroor,0.9
Kun Faya Kun,"A.R. Rahman, Javed Ali, Mohit Chauhan",BollywoodDance,Rockstar,0.9400000000000001
Balam Pichkari,"Shalmali Kholgade, Vishal Dadlani",BollywoodDance,Yeh Jawaani Hai Deewani,0.9099999999999999
Tinka Tinka Dil Mera,Rahat Fateh Ali Khan,BollywoodSad,Tubelight,0.9400000000000001
Jaana Ve,Arijit Singh,BollywoodRomantic,Aksar 2,0.93
Shubh Din,"Keerthi Sagathia, Yotica Tangri",Bollywood,Parmanu The Story of Pokhran,0.96
The Disco Song,"Benny Dayal, Nazia Hassan, Sunidhi Chauhan",BollywoodDance,Student of the Year,0.9099999999999999
Nagada Sang Dhol,"Osman Mir, Shreya Ghoshal",BollywoodDance,Goliyon Ki Rasleela Ram-leela,0.9
Tune Mari Entriyaan,"Bappi Lahiri, K.K., Neeti Mohan, Vishal Dadlani",BollywoodDance,Gunday,0.89
Ijazat,"Arijit Singh, Meet Bros",BollywoodRomanticSensual,One Night Stand,0.85
Tujhse Naaraz Nahi Zindagi,Anup Ghoshal,BollywoodSad,Masoom,0.9199999999999999
Pyar Kabhi Kam Nahi Karna,"Asha Bhosle, Bappi Lahiri",BollywoodRomantic,Prem Pratigyaa,0.82
Chikni Chameli,Shreya Ghoshal,BollywoodDance,Agneepath,0.9199999999999999
Zaroorat,Mustafa Zahid,BollywoodSad,Ek Villain,0.9400000000000001
Bang Bang,"Benny Dayal, Neeti Mohan",BollywoodDance,Bang bang,0.93
Bulleya,Papon,BollywoodRomantic,Sultan,0.9400000000000001
Barso Re,Shreya Ghoshal,BollywoodDance,Guru,0.93
Manwa Laage,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,Happy New Year,0.93
The Google Song,"Amaal Mallik, Armaan Malik, Neeti Mohan, Sonu Nigam, Tulsi Kumar",BollywoodDance,Mubarakan,0.9099999999999999
Ek Mulaqat,Jubin Nautiyal,BollywoodRomanticSad,Sonali Cable,0.93
Suraj Hua Maddham,"Alka Yagnik, Sonu Nigam",Bollywood,Kabhi Khushi Kabhie Gham,0.9199999999999999
Aa Toh Sahii,"Meet Bros, Neha Kakkar",BollywoodDance,Judwaa 2,0.9199999999999999
Nazm Nazm,Arko,BollywoodRomantic,Bareilly Ki Barfi,0.96
Teri Ore,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Singh Is Kinng,0.9400000000000001
Toota Jo Kabhi Tara,"Atif Aslam, Sumedha Karmahe",BollywoodSad,A Flying Jatt,0.93
Say “Shava Shava”,"Aadesh, Alka Yagnik, Amitabh Bachchan, Sudesh Bhosle, Sunidhi Chauhan",BollywoodDance,Kabhi Khushi Kabhie Gham,0.9099999999999999
Sunn Raha Hai (Male),Ankit Tiwari,BollywoodSad,Aashqui 2,0.93
Tu Banja Gali Benaras Ki,Asit Tripathy,BollywoodRomantic,Shaadi Mein Zaroor Aana,0.96
Khuda Bhi,Mohit Chauhan,BollywoodRomantic,Ek Paheli Leela,0.9099999999999999
Chaar Botal Vodka,Yo Yo Honey Singh,BollywoodDance,Ragini MMS 2,0.8800000000000001
Selfie Le Le Re,"Badshah, Nakash Aziz, Pritam, Vishal Dadlani",BollywoodDance,Bajrangi Bhaijaan,0.8800000000000001
India Wale,"K.K., Neeti Mohan, Shankar Mahadevan, Vishal Dadlani",BollywoodDance,Happy New Year,0.9099999999999999
Kudi Gujarat Di,"Akasa Singh, Jasbir Jassi, Sonia Sharma",BollywoodDance,Sweetiee Weds NRI,0.93
Lag Ja Gale,Rahat Fateh Ali Khan,BollywoodRomantic,Bhoomi,0.95
O O Jaane Jaana,Kamaal khan,BollywoodDance,Pyaar Kiya To Darna Kya,0.93
Fevicol Se,"Keerthi Sagathia, Mamta Sharma, Shadab Faridi, Uvie, Wajid",BollywoodDance,Dabangg 2,0.8800000000000001
Tishnagi,"Dev Negi, Sunidhi Chauhan",BollywoodSensual,Tishnagi,0.8800000000000001
Saiyaara,"Mohit Chauhan, Tarannum Malik",BollywoodSad,Ek Tha Tiger,0.9199999999999999
Jab Mehndi Lag Lag Jaave,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,Singh Saab The Great,0.8699999999999999
Tu Jo Mila,K.K.,Bollywood,Bajrangi Bhaijaan,0.9400000000000001
Baarish (Atif Aslam),Atif Aslam,BollywoodRomantic,Half Girlfriend,0.93
Akkad Bakkad,"Badshah, Neha Kakkar",BollywoodDance,Sanam Re,0.9099999999999999
Tum Ho Toh Lagta Hai,Shaan,BollywoodRomantic,Dil Juunglee,0.97
Kya Khoob Lagti Ho,Unknown,BollywoodDance,Dharmatma,0.86
Kya Khoob Lagti Ho,"Kanchan, Mukesh",BollywoodRomantic,Dharmatma,0.86
Saturday,"Akriti Kakar, Badshah, Indeep Bakshi",BollywoodDance,Humpty Sharma Ki Dulhania,0.9099999999999999
Dard Karaara,"Kumar Sanu, Sadhana Sargam",BollywoodRomantic,Dum Laga Ke Haisha,0.89
Akhiyaan Milaoon Kabhi,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,0.9
Mere Humsafar,"Mithoon, Tulsi Kumar",BollywoodSad,All is Well,0.9199999999999999
Hangover,"Anjjan, Meet Bros, Salman Khan, Shreya Ghoshal",BollywoodRomantic,Kick,0.9099999999999999
Mind Blowing,Mika Singh,BollywoodDance,Veerey Ki Wedding,0.9099999999999999
Jaaneman Aah,"Aaman Trikha, Antara Mitra",BollywoodDance,Dishoom,0.9099999999999999
Dangal,Daler Mehndi,BollywoodMotivational,Dangal,0.9099999999999999
Jag Ghoomeya (Female),Neha Bhasin,BollywoodRomantic,Sultan,0.9099999999999999
Madamiyan,"Mamta Sharma, Mika Singh",BollywoodDance,Tevar,0.9099999999999999
Hum Nahi Sudhrenge,Armaan Malik,BollywoodDance,Golmaal Again,0.8800000000000001
Aye Watan Tere Liye,"Kavita Krishnamurthy, Mohammad Aziz",BollywoodPatriotic,Karma,0.8800000000000001
Tu Hai,"A.R. Rahman, Sanah Moidutty",BollywoodRomantic,Mohenjo Daro,0.9400000000000001
Likhne Wale Ne Likh Dale,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Arpan,0.77
Duniya Bananewale,Mukesh,BollywoodSad,Teesri Kasam,0.8400000000000001
Bum Bum Bole,Shaan,BollywoodDance,Taare Zameen Par,0.74
Hans Mat Pagli,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Toilet Ek Prem Katha,0.93
Butterfly,"Aaman Trikha, Dev Negi, Jyoti Nooran, Sultana Nooran, Sunidhi Chauhan",BollywoodDance,Jab Harry Met Sejal,0.9099999999999999
Nayak Nahi Khalnayak Hoon Main,"Kavita Krishnamurthy, Vinod Rathod",BollywoodDance,Khal Nayak,0.8699999999999999
Saree Ke Fall Sa,"Antara Mitra, Nakash Aziz",BollywoodDance,R... Rajkumar,0.89
Galla Goriyan – Aaja Soniye,"Kanika Kapoor, Mika Singh",BollywoodDance,Baa Baa Black Sheep,0.93
Mubarakan Title Song,"Badshah, Juggy D, Sukriti Kakar, Yash Narvekar",BollywoodDance,Mubarakan,0.9400000000000001
Nachdi Phira,Meghna Mishra,BollywoodSad,Secret Superstar,0.96
Maula Mere Maula,Roop Kumar Rathod,BollywoodRomantic,Anwar,0.9400000000000001
Raah Mein Unse Mulaqat,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Vijaypath,0.8699999999999999
Resham Ka Rumaal,"Sonia Sharma, Toshi Sabri",BollywoodDance,Great Grand Masti,0.9
Twist Kamariya,"Altamash Faridi, Harshdeep Kaur, Tanishk Baagchi, Yasser Desai",BollywoodDance,Bareilly Ki Bafi,0.9099999999999999
Ram Chahe Leela,Bhoomi Trivedi,BollywoodDance,Ramleela,0.9099999999999999
Ram Chahe Leela,Bhoomi Trivedi,BollywoodDance,Goliyon Ki Rasleela Ram-leela,0.9099999999999999
Kukkad Kamaal Da,"Marianne, Nisha Mascarenhas, Shahid Mallya",BollywoodDance,Student of the Year,0.9400000000000001
Aa Jao Na,"Arijit Singh, Shashwat Sachdev",BollywoodSad,Veere Di Wedding,0.9400000000000001
Banjaara,"Mohammed Irfan, Shashaa Tirupati",BollywoodRomantic,Ek Villain,0.95
Radha Kaise Na Jale,"Asha Bhosle, Udit Narayan",BollywoodDanceRomantic,Lagaan,0.9199999999999999
Bewajah,Himesh Reshammiya,BollywoodSad,Sanam Teri Kasam,0.93
London Thumakda,"Labh Janjua, Neha Kakkar, Sonu Kakkar",BollywoodDance,Queen,0.89
Aashiq Banaya Aapne,"Himesh Reshammiya, Shreya Ghoshal",BollywoodSensual,Aashiq Banaya Aapne,0.8400000000000001
Kheench Meri Photo,"Akasa Singh, Darshan Raval, Neeti Mohan",BollywoodDance,Sanam Teri Kasam,0.9
Aayega Maza Ab Barsaat Ka,"Alka Yagnik, Babul Supriyo",BollywoodRomantic,Andaaz,0.85
Bewafa Beauty,Pawni Pandey,Bollywood,Black Mail,0.8699999999999999
Birthday Bash,"Alfaaz, Yo Yo Honey Singh",BollywoodDance,Dilliwaali Zaalim Girlfriend,0.9199999999999999
Jumme Ki Raat,"Mika Singh, Palak Muchhal",BollywoodDance,Kick,0.8699999999999999
Jab Koi Baat Bigad Jaye,"Kumar Sanu, Sadhna Sargam",BollywoodRomantic,Jurm,0.9
Tera Hone Laga Hoon,"Alisha Chinai, Atif Aslam",BollywoodRomantic,Ajab Prem Ki Ghazab Kahani,0.9400000000000001
Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Tees Maar Khan,0.9199999999999999
Uff,"Benny Dayal, Harshdeep Kaur",BollywoodDance,Bang bang,0.95
Sunny Sunny,Yo Yo Honey Singh,BollywoodDance,Yaariyan,0.8699999999999999
Ghagra,"Rehka Bharadwaj, Vishal Dadlani",BollywoodDance,Yeh Jawaani Hai Deewani,0.9199999999999999
Paani Wala Dance,"Arko, Ikka, Shraddha Pandit",BollywoodDance,Kuch Kuch Locha Hai,0.8400000000000001
Dola Re Dola,"K.K., Kavita Krishnamurthy, Shreya Ghoshal",BollywoodDance,Devdas,0.89
Jab Tum Chaho,"Darshan Raval, Mohammed Irfan, Palak Muchhal",BollywoodDance,Prem Ratan Dhan Payo,0.82
Tere Bina Zindagi Se Koi Shikwa To Nahin,"Kishore Kumar, Lata Mangeshkar",BollywoodSad,Aandhi,0.89
Mujhe Ek Pal Chain,"Alka Yagnik, Hariharan, Jaswinder Narula",BollywoodDance,Judaai,0.86
Kuch Iss Tarah,Arnab Dutta,BollywoodSad,1921,0.96
Gazab Ka Hai Din,"Jubin Nautiyal, Prakriti Kakkar",BollywoodRomantic,Dil Juunglee,0.97
Tu Jaane Na,Atif Aslam,BollywoodRomantic,Ajab Prem Ki Ghazab Kahani,0.9400000000000001
Tumne Agar Pyar Se – Female,Alka Yagnik,BollywoodDance,Raja,0.8300000000000001
Stay A Little Longer,Anushka Shahaney,BollywoodSad,Half Girlfriend,0.95
Badtameez Dil,Benny Dayal,BollywoodDance,Yeh Jawaani Hai Deewani,0.93
Chand Sifarish,"Kailash Kher, Shaan",BollywoodRomantic,Fanaa,0.9199999999999999
Is Pyar Se Meri Taraf Na Dekho,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Chamatkar,0.8800000000000001
Aaj Unse Milna Hai,Shaan,BollywoodDanceRomantic,Prem Ratan Dhan Payo,0.79
Tere Bin Nahi Laage,Uzair Jaswal,BollywoodRomanticSad,Ek Paheli Leela,0.93
Yaar Na Miley,"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,0.89
Main Rang Sharbaton Ka,Atif Aslam,BollywoodRomantic,Phata Poster Nikhla Hero,0.9400000000000001
Raazi Title Track,Arijit Singh,BollywoodMotivational,Raazi,0.9400000000000001
Hum Tumhe Chahte Hai Aise,"Anand Kumar C, Kanchan, Manhar Udhas",BollywoodRomantic,Qurbani,0.82
Ittefaq Se Raat Baaki,"Jubin Nautiyal, Nikhita Gandhi",BollywoodDance,Ittefaq,0.9199999999999999
Oye Oye,"Aditi Singh Sharma, Armaan Malik",BollywoodDance,Azhar,0.9
Sooraj Dooba Hai,"Adit Singh Sharma, Arijit Singh",BollywoodDance,Roy,0.93
Will You Marry me,"Divya Kumar, Jonita Gandhi",BollywoodDance,Bhoomi,0.89
Tera Hoke Rahoon,Arijit Singh,BollywoodRomantic,Behen Hogi Teri,0.96
Aa Re Pritam Pyaare,"Mamta Sharma, Sarosh Sami",BollywoodDance,Rowdy Rathore,0.9199999999999999
Mehboob Mere Mehboob Mere,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Pathar Ke Sanam,0.79
Dil Mein Chhupa Loonga,"Armaan Malik, Meet Bros, Tulsi Kumar",BollywoodRomanticSensual,Wajah Tum Ho,0.86
Dance Basanti,"Anushka Manchanda, Vishal Dadlani",BollywoodDance,Ungli,0.9199999999999999
Teri Meri Prem Kahani,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Bodyguard,0.9199999999999999
Lungi Dance,Yo Yo Honey Singh,BollywoodDance,Chennai Express,0.85
Jeena Jeena,Atif Aslam,BollywoodRomanticSad,Badlapur,0.93
Thare Vaaste,Divya Kumar,BollywoodPatriotic,Parmanu The Story of Pokhran,0.96
Maine Socha Ke Chura Loon,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,Phir Se,0.96
Mar Gaye,"Manj Musik, Nindy Kaur",BollywoodDance,Beiimaan Love,0.9400000000000001
Cutiepie,"Nakash Aziz, Pardeep Singh Sran",BollywoodDance,Ae Dil Hai Mushkil,0.9099999999999999
Lipstick Laga Ke,"Payal Dev, Shaan",BollywoodDance,Great Grand Masti,0.9199999999999999
Laila,"Anand Raaj Anand, Mika Singh, Sunidhi Chauhan",BollywoodDance,Shootout at Wadala,0.8800000000000001
Tu Mera Hero,"Mika, Shefali Alvaris",BollywoodDance,Desi Boyz,0.9099999999999999
A Flying Jatt,"Mansheel Gujral, Raftaar, Tanishkaa",BollywoodDance,A Flying Jatt,0.82
World Dance Medley,"K.K., Neeti Mohan, Shankar Mahadevan, Sukhwinder Singh, Vishal Dadlani",BollywoodDanceRomantic,Happy New Year,0.9400000000000001
Qayamat,"Alka Yagnik, Sukhwinder Singh",BollywoodDance,Deewane,0.86
Matargashti,Mohit Chauhan,BollywoodDance,Tamasha,0.9199999999999999
Pehla Nasha Once Again,"Jubin Nautiyal, Palak Muchhal",BollywoodRomantic,Yoodlee film – Kuchh Bheege Alfaaz,0.95
Raj Karega Khalsa,"Daler Mehndi, Navraj Hans",BollywoodMotivational,A Flying Jatt,0.8400000000000001
Punjabi Wedding Song,"Benny Dayal, Sunidhi Chauhan",BollywoodDance,Hasee Toh Phasee,0.93
Rabba Ishq Na Hove,"Alka Yagnik, Kailash Kher, Sapna Mukherjee, Sonu Nigam",BollywoodSad,Andaaz,0.79
Tumhi Ho Bandhu,"Kavita Seth, Neeraj Shridhar",BollywoodDance,Cocktail,0.9199999999999999
Saans,"Mohit Chauhan, Shreya Ghoshal",BollywoodRomantic,Jab Tak Hai Jaan,0.9099999999999999
Besharmi Ki Height,"Benny Dayal, Shalmali Kholgade",BollywoodDance,Main Tera Hero,0.9199999999999999
Mere Rashke Qamar,Tulsi Kumar,BollywoodDanceSad,Baadshaho,0.9099999999999999
Besabriyaan,Armaan Malik,Bollywood,M.S. Dhoni,0.95
Tu Hai Ki Nahin,Ankit Tiwari,BollywoodSad,Roy,0.9400000000000001
Aaj Ki Party,Mika Singh,BollywoodDance,Bajrangi Bhaijaan,0.8800000000000001
Saaton Janam Main Tere,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dilwale,0.8300000000000001
Allah Kare Dil Na Lage,"Alka Yagnik, Sonu Nigam",BollywoodRomantic,Andaaz,0.8400000000000001
Ye Jo Teri Paylon Ki,"Abhijeet, Sadhana Sargam",BollywoodDance,Masoom,0.9
Tum,Atif Aslam,BollywoodRomantic,Laila Majnu,0.97
Radha Nachegi,"Danish Sabri, Ritu Pathak, Shabab Sabri",BollywoodDance,Tevar,0.8699999999999999
Itni Si Baat Hai,"Antara Mitra, Arijit Singh",BollywoodRomantic,Azhar,0.95
Laagi Na Choote,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,A Gentleman,0.93
Sab Tera,"Armaan Malik, Shraddha Kapoor",BollywoodRomantic,Baaghi,0.93
Mashallah,"Shreya Ghoshal, Wajid",BollywoodDance,Ek Tha Tiger,0.9199999999999999
Taaron Ka Chamakta,"Bali Brahambhatt, Udit Narayan",BollywoodDance,Hum Tumhare Hain Sanam,0.85
Sau Tarah Ke,"Amit Mishra, Jonita Gandhi",BollywoodDance,Dishoom,0.93
Gulabi Aankhen,Mohammed Rafi,BollywoodDanceRomantic,The Train,0.93
Gulaabo,"Anusha Mani, Vishal Dadlani",BollywoodDance,Shaandaar,0.9199999999999999
Ya Ali,Zubeen Garg,BollywoodSad,Gangster,0.9199999999999999
Lahu Munh Lag Gaya,Shail Hada,BollywoodDance,Goliyon Ki Rasleela Ram-leela,0.9199999999999999
Yeh Kasoor Mera Hai,Sonu Kakkar,BollywoodRomanticSadSensual,Jism 2,0.78
Shanivaar Raati,"Arijit Singh, Shalmali Kholgade",BollywoodDance,Main Tera Hero,0.8800000000000001
Tere Dil Mein,Armaan Malik,BollywoodSad,Commando 2,0.9400000000000001
Jab Haal E Dil Tumse Kehne Ko,Alka Yagnik,BollywoodDance,Salaami,0.8699999999999999
Tattad Tattad,Aditya Narayan,BollywoodDance,Goliyon Ki Rasleela Ram-leela,0.9
Mohe Rang Do Laal,"Pandit Birju Maharaj, Shreya Ghoshal",BollywoodRomantic,Bajirao Mastani,0.9400000000000001
Ek Haseena Thi,"Himesh Reshammiya, Shreya Ghoshal",BollywoodDance,Karzzzz,0.8699999999999999
Kahin Pyaar Na Ho Jaye,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Kahin Pyaar Na Ho Jaye,0.8400000000000001
Ek Do Teen,Alka Yagnik,BollywoodDance,Tezaab,0.8699999999999999
Maahi Ve,"Sadhana Sargam, Shankar Mahadevan, Sonu Nigam, Udit Narayan",BollywoodDance,Kal Ho Naa Ho,0.95
Tere Mere,Armaan Malik,BollywoodSad,Chef,0.97
Allah Maaf Kare,"Shilpa Rao, Sonu Nigam",BollywoodDanceRomantic,Desi Boyz,0.93
Le Le Maza Le,"Hrishikesh Kamerkar, Nikita Nigam, Soumya Raoh, Suzanne D'Mello",BollywoodDance,Wanted,0.9
Jaa Sajna Tujhko Bhula,"Alka Yagnik, Udit Narayan",BollywoodSad,Raja,0.8
Nazar Se Nazar Mile,Rahat Fateh Ali Khan,BollywoodRomantic,Bollywood HeightsMiley Naa Miley Hum,0.9199999999999999
Gandi Baat,"Kalpana Patowary, Mika Singh",BollywoodDance,R... Rajkumar,0.86
Sarphiri,"Babul Supriyo, Shreya Ghoshal",BollywoodRomantic,Laila Majnu,0.96
Mere Sapno Ki Rani,Kishore Kumar,BollywoodDanceRomantic,Aradhana,0.9099999999999999
Dum Dum,"Benny Dayal, Himani Kapoor",BollywoodDance,Band Baaja Baaraat,0.93
Sari Duniya Ka Boj,Shabbir Kumar,BollywoodDance,Coolie,0.79
Pink Lips,"Anjjan, Khushhboo Grewal, Meet Bros",BollywoodDance,Hate Story 2,0.8699999999999999
Pee Loon,Mohit Chauhan,BollywoodRomance,Once Upon A Time In Mumbai,0.93
Khali Khali Dil,"Armaan Malik, Payal Dev",BollywoodRomantic,Tera Intezaar,0.9
Hare Krishna Hare Ram,"Armaan Malik, Ritika",BollywoodDance,Commando 2,0.8800000000000001
Single Rehne De,"Divya Kumar, Shalmali Kholgade",BollywoodDance,Simran,0.9
Jhak Maar Ke,"Harshdeep Kaur, Neeraj Shridhar",BollywoodDance,Desi Boyz,0.93
Naa Jaane,"Anushka Manchanda, Neeraj Shridhar",BollywoodDance,I Me Aur Main,0.93
Party On My Mind,"K.K., Shefali Alvares, Yo Yo Honey Singh",BollywoodDance,Race 2,0.93
Kajra Re,"Alisha Chinai, Javed Ali, Shankar Mahadevan",BollywoodDance,Bunty Aur Babli,0.9199999999999999
Likhe Jo Khat Tujhe,Mohammed Rafi,BollywoodDance,Kanyadaan,0.9199999999999999
Jhanjariya,Abhijeet,BollywoodDance,Krishna,0.9
O Saathi Re Tere Bina,"Anjaan, Kishore Kumar",BollywoodSad,Muqaddar Ka Sikandar,0.8400000000000001
Tare Hain Barati,"Jaspinder Narula, Kumar Sanu",BollywoodDance,Virasat,0.89
Tu Zaroorat Nahi Tu Zaroori Hai,"Gandharv Sachdev, Shreya Ghoshal",BollywoodSad,Fuddu,0.9
Iski Uski,"Akriti Kakar, Shahid Mallya",BollywoodDance,2 States,0.9099999999999999
Chote Chote Bhaiyon Ke Bade Bhaiya,"Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,0.8099999999999999
Saiyaan Superstar,Tulsi Kumar,BollywoodDance,Ek Paheli Leela,0.89
Every Night & Day,"Himesh Reshammiya, Iulia Vantur",BollywoodDance,Aap Se Mausiiquii,0.9400000000000001
Photocopy,"Himesh Reshammiya, Keerthi Sagathia, Palak Muchhal",BollywoodDance,Jai Ho,0.8699999999999999
Dil Tu Hi Bataa,"Alisha Chinai, Zubeen Garg",BollywoodRomantic,Krrish 3,0.85
Beech Beech Mein,"Arijit Singh, Shalmali Kholgade, Shefali Alvares",BollywoodDance,Jab Harry Met Sejal,0.9199999999999999
Aakhon Aakhon,Yo Yo Honey Singh,BollywoodDance,Bhaag Johnny,0.9400000000000001
Kabhi Alvida Naa Kehna Title Track,"Alka Yagnik, Sonu Nigam",BollywoodRomanticSad,Kabhi Alvida Naa Kehna,0.9400000000000001
All Izz Well,"Shaan, Sonu Nigam, Swanand Kirkire",BollywoodDance,3 Idiots,0.8099999999999999
Chandralekha,"Jonita Gandhi, Vishal Dadlani",BollywoodDance,A Gentleman,0.9199999999999999
Mitwa,"Caralisa Monteiro, Shafqat Amanat Ali, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,0.95
